X,Y,Data,Ora,Luogo_corr,INCIDENTE,lon,lat
13.288963,38.187878,13/03/2017,07:58,VIA TOMMASO NATALE nr. 225,F,13.288963000000001,38.187877999999998
13.347838,38.139366,13/03/2017,17:15,VIA DE AMICIS EDMONDO intersezione con VIALE VILLA HELOISE,C,13.347837999999999,38.139366000000003
13.308484,38.177463,13/03/2017,18:40,VIA LANZA DI SCALEA GIUSEPPE in prossimità di del civico 1581,F,13.308484000000000,38.177463000000003
13.432691,38.090081,13/03/2017,20:00,VIA GALLETTI di fronte 136,F,13.432691000000000,38.090080999999998
13.361564,38.086535,13/03/2017,20:15,VIA DELL'ERMELLINO intersezione con VIA DEL LEVRIERE,F,13.361564000000000,38.086534999999998
13.338271,38.156044,13/03/2017,20:30,VIALE DEL FANTE pressi VIA CASSARA',F,13.338271000000001,38.156044000000001
13.34736,38.107167,14/03/2017,10:20,CORSO PISANI PIETRO intersezione VIA ONORATO CARMELO,F,13.347360000000000,38.107166999999997
13.390872,38.096887,13/03/2017,06:52,VIA PECORAINO FILIPPO nr. 1,F,13.390872000000000,38.096887000000002
13.354292,38.134898,14/03/2017,13:35,VIA DUCA DELLA VERDURA intersezione PIAZZA GENTILI ALBERICO,F,13.354291999999999,38.134898000000000
13.390872,38.096887,13/03/2017,06:50,VIA PECORAINO FILIPPO nr. 1,F,13.390872000000000,38.096887000000002
13.338702,38.125347,14/03/2017,16:40,VIA SERRADIFALCO altezza del civico 101/a,F,13.338702000000000,38.125346999999998
13.324703,38.158637,14/03/2017,19:04,VIALE STRASBURGO altezza del civico 440,F,13.324703000000000,38.158636999999999
13.348666,38.098829,14/03/2017,21:45,VIA ARTALE VITO GEN. intersezione con VIA TOSCANO ANTONINO,F,13.348666000000000,38.098829000000002
13.393251,38.087813,09/03/2017,08:30,VIALE REGIONE SICILIANA S.E. carreggiata centrale ponte corleone,C,13.393250999999999,38.087812999999997
13.338044,38.123871,14/03/2017,14:00,VIA BISAZZA FELICE intersezione VIA CRISPI GIUSEPPE,C,13.338044000000000,38.123871000000001
13.37799,38.111173,15/03/2017,09:10,VIA PONTE DI MARE altezza del civico 91,F,13.377990000000000,38.111173000000001
13.393251,38.087813,15/03/2017,11:00,VIALE REGIONE SICILIANA S.E. direzione trapani VIA BASILE ERNESTO,C,13.393250999999999,38.087812999999997
13.348767,38.086358,15/03/2017,17:00,VIA VILLAGRAZIA intersezione con VIA CAMICO,F,13.348767000000000,38.086357999999997
13.36027,38.137165,15/03/2017,12:40,VIA IMPASTATO GIUSEPPE intersezione con VIA ANTONELLO DA MESSINA,F,13.360270000000000,38.137165000000003
13.347134,38.097389,15/03/2017,22:30,VIA PELLIGRA SALVATORE intersezione con VIA TOMASINO BARTOLOMEO,F,13.347134000000000,38.097389000000000
13.363197,38.125733,16/03/2017,03:45,VIA CRISPI FRANCESCO intersezione con VIA GERBASI ROSARIO,C,13.363197000000000,38.125732999999997
13.361483,38.115612,16/03/2017,08:00,VIA MAQUEDA intersezione con VIA VITTORIO EMANUELE,F,13.361483000000000,38.115611999999999
13.316539,38.100504,16/03/2017,08:15,STRADELLA RISERVA REALE altezza del civico 4,F,13.316539000000001,38.100504000000001
13.361564,38.086535,16/03/2017,10:05,VIA DELL'ERMELLINO pressi distr.eni,F,13.361564000000000,38.086534999999998
13.328321,38.168844,16/03/2017,10:25,VIALE DUCA DEGLI ABRUZZI altezza del civico 2,F,13.328321000000001,38.168844000000000
13.328597,38.168501,09/03/2017,20:30,VIALE DUCA DEGLI ABRUZZI in prossimità di palazzina cines,F,13.328597000000000,38.168500999999999
13.337274,38.136972,16/03/2017,16:40,VIA CILEA FRANCESCO altezza del civico 95,F,13.337274000000001,38.136972000000000
13.350174,38.1381,16/03/2017,19:00,VIALE MARCHESE DI VILLABIANCA intersezione con VIA ALESSI ANTONINO,F,13.350174000000001,38.138100000000001
13.327179,38.155664,16/03/2017,18:35,VIALE STRASBURGO altezza del civico 310,F,13.327178999999999,38.155664000000002
13.329454,38.123844,17/03/2017,01:00,VIALE REGIONE SICILIANA pressi bypassviasancir,C,13.329454000000000,38.123843999999998
13.35132,38.115702,16/03/2017,17:10,CORSO ALBERTO AMEDEO intersezione con PIAZZA INDIPENDENZA,F,13.351319999999999,38.115701999999999
13.401948,38.078381,17/03/2017,07:50,VIA CIACULLI intersezione con VIA GIBILROSSA,F,13.401948000000001,38.078381000000000
13.363544,38.108249,17/03/2017,10:30,VIA D'ONDES REGGIO VITO intersezione VIA MARINUZZI ANTONIO,F,13.363543999999999,38.108249000000001
13.351613,38.119399,17/03/2017,14:20,PZZA ORLANDO VITTORIO EMANUELE altezza (inters.) CSO FINOCCHIARO APRILE CAMILLO,F,13.351613000000000,38.119399000000001
13.375517,38.093945,17/03/2017,14:30,VIA ORETO nr. 349,F,13.375517000000000,38.093944999999998
13.348798,38.13524,17/03/2017,16:10,VIA DELLA LIBERTA' intersezione con VIA SCROFANI SAVERIO,F,13.348798000000000,38.135240000000003
13.328236,38.116206,17/03/2017,15:15,VIALE REGIONE SICILIANA N.O. altezza del civico 1470,F,13.328236000000000,38.116205999999998
13.338039,38.119416,17/03/2017,16:40,VIA PERPIGNANO altezza del civico 64,F,13.338039000000000,38.119416000000001
13.348446,38.136012,17/03/2017,19:40,VIA DELLA LIBERTA' altezza del civico 107,F,13.348445999999999,38.136012000000001
13.337735,38.152428,17/03/2017,21:10,PIAZZA GIOVANNI PAOLO II PAPA intersezione con VIALE DE GASPERI ALCIDE,F,13.337735000000000,38.152428000000000
13.3595317417576,38.1236633372735,17/03/2017,22:30,VIA ROMA intersezione con VIA STABILE MARIANO,F,13.359531741757616,38.123663337273463
13.326661,38.15207,17/03/2017,23:00,VIA MONTE S.CALOGERO intersezione con VIA BELGIO,F,13.326661000000000,38.152070000000002
13.334445,38.153497,17/03/2017,23:00,VIA RESUTTANA intersezione con VIA SCANNASERPE,F,13.334445000000001,38.153497000000002
13.354855,38.130468,18/03/2017,03:00,VIA CALVI PASQUALE intersezione con VIA DELLE CROCI,F,13.354855000000001,38.130468000000000
13.336058,38.136391,18/03/2017,07:40,VIA LISZT FRANZ altezza (inters.) VIA PRINCIPE DI PATERNO',F,13.336058000000000,38.136391000000003
13.3222,38.16129,18/03/2017,10:05,VIALE STRASBURGO altezza del civico 540,F,13.322200000000000,38.161290000000001
13.360641,38.086249,18/03/2017,17:40,VIA DELL'ERMELLINO di fronte al civico 23,F,13.360640999999999,38.086249000000002
13.35858,38.106998,19/03/2017,03:00,VIA MURATORI LUDOVICO ANTONIO intersezione con VIA PIETRO D'ARAGONA,C,13.358580000000000,38.106997999999997
13.35138,38.140784,19/03/2017,04:00,VIA ALESSI GIUSEPPE intersezione con VIA SAMPOLO,F,13.351380000000001,38.140783999999996
13.393251,38.087813,19/03/2017,07:40,VIALE REGIONE SICILIANA S.E. altezza (inters.) VIA ORETO,F,13.393250999999999,38.087812999999997
13.329378,38.149739,19/03/2017,19:20,VIA NEBRODI(DEI) intersezione con VIA REINA MICHELE,F,13.329378000000000,38.149738999999997
13.335274,38.152781,19/03/2017,20:00,VIA RESUTTANA altezza del civico 303,F,13.335274000000000,38.152780999999997
13.326422,38.157085,19/03/2017,22:30,VIALE STRASBURGO altezza del civico 195,F,13.326422000000001,38.157085000000002
13.352469,38.143032,19/03/2017,02:00,VIA FERRI FERDINANDO intersezione VIA CIRRINCIONE ANDREA,C,13.352468999999999,38.143031999999998
13.366581,38.110461,20/03/2017,09:00,PIAZZA GIULIO CESARE intersezione con VIA PALMERI NICCOLO',F,13.366581000000000,38.110461000000001
13.329098,38.120558,17/03/2017,05:32,VIALE REGIONE SICILIANA N.O. altezza del civico 1920,C,13.329098000000000,38.120558000000003
13.351119,38.134196,20/03/2017,13:30,VIA DUCA DELLA VERDURA altezza del civico 4,F,13.351119000000001,38.134196000000003
13.371222,38.10062,10/03/2017,20:15,VIA ORETO in prossimità di via la colla,F,13.371221999999999,38.100619999999999
13.322305,38.151742,20/03/2017,15:20,VIALE REGIONE SICILIANA N.O. carreggiata centrale SOTTOP V PITRE',F,13.322305000000000,38.151741999999999
13.35075,38.125325,20/03/2017,12:00,VIA DE SPUCHES GIUSEPPE intersezione con VIA DANTE,C,13.350750000000000,38.125324999999997
13.408746,38.085975,20/03/2017,17:00,VIALE REGIONE SICILIANA S.E. altezza del civico 6971,C,13.408746000000001,38.085974999999998
13.333932,38.105145,09/03/2017,12:35,VIA ARCOLEO GIUSEPPE altezza del civico 23,F,13.333932000000001,38.105145000000000
13.338766,38.100604,16/03/2017,06:45,PIAZZA TURBA EUCLIDE GEN. di fronte al civico 66,F,13.338766000000000,38.100603999999997
13.350431,38.132671,21/03/2017,08:30,VIA DELLA LIBERTA' altezza del civico 65,F,13.350431000000000,38.132671000000002
13.373392,38.110278,21/03/2017,09:30,VIA ARCHIRAFI altezza del civico 36,F,13.373392000000001,38.110278000000001
13.328335,38.199702,21/03/2017,11:00,VIALE REGINA ELENA in prossimità di VIA GLAUCO,F,13.328334999999999,38.199702000000002
13.354943,38.124847,11/01/2017,16:45,PIAZZA CASTELNUOVO intersezione VIA DANTE,F,13.354943000000000,38.124847000000003
13.393251,38.087813,22/02/2017,16:10,VIALE REGIONE SICILIANA S.E. altezza (spec.) PONTE CORLEONE,C,13.393250999999999,38.087812999999997
13.393251,38.087813,08/03/2017,07:15,VIALE REGIONE SICILIANA S.E. altezza (spec.) SVINCOLO BASILE,F,13.393250999999999,38.087812999999997
13.3607236438051,38.1219213265887,08/03/2017,09:15,VIA ROMA intersezione VIA CAVOUR CAMILLO,C,13.360723643805089,38.121921326588698
13.397534,38.10171,21/03/2017,13:50,VIA MESSINA MARINE altezza del civico 429,F,13.397534000000000,38.101709999999997
13.311917,38.181246,10/03/2017,00:15,VIA CAPPAROZZO GIUSEPPE intersezione VIA BIANCHINI LUDOVICO,C,13.311916999999999,38.181246000000002
13.322305,38.151742,10/03/2017,12:30,VIALE REGIONE SICILIANA N.O. intersezione VIA DI BLASI E. GIOVANNI,C,13.322305000000000,38.151741999999999
13.322305,38.151742,10/03/2017,15:00,VIALE REGIONE SICILIANA N.O. intersezione VIA PAGANO GIUSEPPE,C,13.322305000000000,38.151741999999999
13.322305,38.151742,13/03/2017,09:15,VIALE REGIONE SICILIANA N.O. altezza (spec.) SOTTOP EINSTEIN,C,13.322305000000000,38.151741999999999
13.35178,38.088673,14/03/2017,04:15,VIA VILLAGRAZIA altezza (spec.) 102 C,F,13.351780000000000,38.088673000000000
13.339674,38.119849,21/03/2017,16:35,PIAZZA PRINCIPE DI CAMPOREALE altezza del civico 50,C,13.339674000000000,38.119849000000002
13.355157,38.126978,05/03/2017,15:30,VIA DAITA GAETANO s.n.c.,C,13.355157000000000,38.126978000000001
13.385093,38.106485,14/03/2017,13:55,VIA MESSINA MARINE nr. 195,F,13.385092999999999,38.106484999999999
13.354607,38.122466,14/03/2017,16:30,VIA MECCIO SALVATORE intersezione VIA STABILE MARIANO,C,13.354607000000000,38.122466000000003
13.393251,38.087813,15/03/2017,08:50,VIALE REGIONE SICILIANA S.E. intersezione STRADA STATALE 624,C,13.393250999999999,38.087812999999997
13.358216,38.139562,15/03/2017,09:10,VIA MONTEPELLEGRINO intersezione VIA LORIA RUGGERO,F,13.358216000000001,38.139561999999998
13.368724,38.118873,15/03/2017,11:40,VIA CALA di fronte al civico 50,C,13.368724000000000,38.118873000000001
13.343087,38.12713,15/03/2017,16:25,VIA MALASPINA intersezione PIAZZA BUSACCA RAFFAELE,C,13.343087000000001,38.127130000000001
13.310975,38.181683,07/03/2017,07:15,VIA CAPPAROZZO GIUSEPPE nr. 18,C,13.310974999999999,38.181683000000000
13.364473,38.12318,15/03/2017,18:00,PIAZZA TREDICI VITTIME s.n.c.,C,13.364473000000000,38.123179999999998
13.356386,38.12562,15/03/2017,18:30,VIA TURATI FILIPPO nr. 15,C,13.356386000000001,38.125619999999998
13.367757,38.109962,21/03/2017,19:40,PIAZZA GIULIO CESARE di fronte al civico 15,F,13.367756999999999,38.109962000000003
13.354943,38.124847,21/03/2017,20:50,PIAZZA CASTELNUOVO intersezione VIA PATERNOSTRO PAOLO,C,13.354943000000000,38.124847000000003
13.363534,38.125756,20/03/2017,12:30,VIA CRISPI FRANCESCO nr. 153,C,13.363534000000000,38.125756000000003
13.371222,38.10062,22/03/2017,07:10,VIA ORETO intersezione con VIA MORTILLARO VINCENZO,F,13.371221999999999,38.100619999999999
13.324363,38.126707,22/03/2017,07:50,VIA GIAQUINTO CORRADO altezza del civico 26,F,13.324363000000000,38.126707000000003
13.376941,38.090416,22/03/2017,08:00,VIALE REGIONE SICILIANA altezza del civico 769,F,13.376941000000000,38.090415999999998
13.324801,38.1557,15/03/2017,08:00,VIALE FRANCIA intersezione VIALE STRASBURGO,F,13.324801000000001,38.155700000000003
13.412225,38.097989,22/03/2017,13:15,VIA MESSINA MARINE intersezione con VIA ZUCCHETTO CALOGERO,F,13.412224999999999,38.097988999999998
13.343129,38.146362,07/03/2017,22:00,VIA DELL'ARTIGLIERE s.n.c.,C,13.343128999999999,38.146362000000003
13.356009,38.105439,16/03/2017,14:10,VIA LAZZARO CARMELO di fronte al civico 7,F,13.356009000000000,38.105438999999997
13.343022,38.130859,17/03/2017,14:15,VIA DI MARIA EUGENIO GEN. nr. 32,C,13.343021999999999,38.130859000000001
13.364837,38.114412,17/03/2017,14:30,VIA ROMA nr. 125,F,13.364837000000000,38.114412000000002
13.369052,38.119361,18/03/2017,03:00,VIA CALA altezza (spec.) PORTA FELICE,F,13.369052000000000,38.119360999999998
13.322305,38.151742,18/03/2017,11:00,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA DELLE MADONIE,F,13.322305000000000,38.151741999999999
13.357853,38.126329,18/03/2017,11:30,PIAZZA STURZO LUIGI intersezione VIA SCINA' DOMENICO,F,13.357853000000000,38.126328999999998
13.393251,38.087813,18/03/2017,11:40,VIALE REGIONE SICILIANA S.E. altezza (spec.) SVINC. BONAGIA,F,13.393250999999999,38.087812999999997
13.354368,38.11962,19/03/2017,07:40,VIA VOLTURNO altezza (spec.) PORTA CARINI,F,13.354367999999999,38.119619999999998
13.343131,38.142253,19/03/2017,14:45,VIA PASUBIO intersezione VIA SABOTINO,C,13.343131000000000,38.142252999999997
13.33155,38.10063,20/03/2017,15:50,VIALE REGIONE SICILIANA N.O. nr. 262,C,13.331550000000000,38.100630000000002
13.32069,38.127029,21/03/2017,12:00,VIALE LEONARDO DA VINCI altezza (inters.) PIAZZA EINSTEIN ALBERT,F,13.320690000000001,38.127029000000000
13.343914,38.132256,22/03/2017,17:00,VIA NOTARBARTOLO EMANUELE intersezione con VIA LO JACONO FRANCESCO,F,13.343914000000000,38.132255999999998
13.393251,38.087813,22/03/2017,18:15,VIALE REGIONE SICILIANA S.E. carreggiata centrale alt. civico1564,F,13.393250999999999,38.087812999999997
13.371222,38.10062,22/03/2017,20:55,VIA ORETO intersezione con VIA SONNINO SIDNEY,C,13.371221999999999,38.100619999999999
13.329548,38.102771,22/03/2017,14:00,CORSO CALATAFIMI intersezione VIA ZANCLA AURELIO,C,13.329548000000001,38.102770999999997
13.348194,38.153161,23/03/2017,06:30,VIALE DIANA in direzione di della VIA DELLA FAVORITA,M,13.348193999999999,38.153160999999997
13.366581,38.110461,23/03/2017,08:30,PIAZZA GIULIO CESARE intersezione con VIA PALMERI NICCOLO',F,13.366581000000000,38.110461000000001
13.353317,38.106693,23/03/2017,08:45,VIA BASILE ERNESTO altezza del civico 78,R,13.353317000000001,38.106693000000000
13.35887,38.106316,23/03/2017,11:30,VIA GIORDANO ALFONSO altezza del civico 2A,C,13.358870000000000,38.106316000000000
13.353201,38.127836,23/03/2017,13:20,VIA DELLA LIBERTA' altezza del civico 30D,F,13.353201000000000,38.127836000000002
13.3765,38.092764,08/03/2017,00:15,VIA ORETO nr. 484,C,13.376500000000000,38.092764000000003
13.3765,38.092764,08/03/2017,00:15,VIA ORETO nr. 484,C,13.376500000000000,38.092764000000003
13.3765,38.092764,08/03/2017,00:15,VIA ORETO nr. 484,C,13.376500000000000,38.092764000000003
13.3765,38.092764,08/03/2017,00:15,VIA ORETO nr. 484,C,13.376500000000000,38.092764000000003
13.330107,38.103963,23/03/2017,14:20,VIALE REGIONE SICILIANA altezza del civico 86,F,13.330107000000000,38.103963000000000
13.329454,38.123844,23/03/2017,17:45,VIALE REGIONE SICILIANA in prossimità di PAGLIARELLI,F,13.329454000000000,38.123843999999998
13.34097,38.152131,23/03/2017,18:15,VIALE DEL FANTE di fronte al civico 58D,C,13.340970000000000,38.152130999999997
13.338354,38.133585,23/03/2017,19:45,VIA ZANDONAI RICCARDO intersezione con VIA PRINCIPE DI PALAGONIA,F,13.338354000000001,38.133584999999997
13.310864,38.168695,24/03/2017,03:00,VIA SPADOLINI GIOVANNI altezza (inters.) VIA PAVESE CESARE,F,13.310864000000000,38.168695000000000
13.322305,38.151742,24/03/2017,11:30,VIALE REGIONE SICILIANA N.O. carr. centrale Dir TP altezza,C,13.322305000000000,38.151741999999999
13.407579,38.098563,24/03/2017,12:00,VIA MESSINA MARINE altezza del civico 270,C,13.407579000000000,38.098562999999999
13.428219,38.083531,16/03/2017,17:00,VIA MESSINA MONTAGNE nr. 10,F,13.428219000000000,38.083531000000001
13.322084,38.175032,20/03/2017,16:00,VIALE PERTINI SANDRO nr. 710,C,13.322084000000000,38.175032000000002
13.362549,38.117979,21/03/2017,12:30,VIA NAPOLI nr. 12,C,13.362549000000000,38.117978999999998
13.350484,38.146277,21/03/2017,20:00,VIA IMPERATORE FEDERICO altezza (spec.) CIN. ARLECCHINO,F,13.350484000000000,38.146276999999998
13.326347,38.126868,22/03/2017,08:25,VIALE LEONARDO DA VINCI intersezione VIA COLLEGIO ROMANO,C,13.326347000000000,38.126868000000002
13.329847,38.132124,23/03/2017,03:00,VIALE REGIONE SICILIANA N.O. nr. 3152,C,13.329846999999999,38.132123999999997
13.355378,38.124212,24/03/2017,11:30,PIAZZA CASTELNUOVO nr. 4,C,13.355378000000000,38.124212000000000
13.361849,38.122272,23/03/2017,21:00,VIA CAVOUR CAMILLO altezza del civico 21,C,13.361848999999999,38.122272000000002
13.34411,38.124339,23/03/2017,09:00,VIA PARLATORE FILIPPO altezza del civico 63,C,13.344110000000001,38.124338999999999
13.376941,38.090416,24/03/2017,17:00,VIALE REGIONE SICILIANA S.E. di fronte al civico 482,F,13.376941000000000,38.090415999999998
13.348315,38.13351,24/03/2017,19:50,VIA NOTARBARTOLO EMANUELE nr. 5A,F,13.348314999999999,38.133510000000001
13.324454,38.169904,24/03/2017,22:20,VIALE DELLA RESURREZIONE nr. 44,F,13.324453999999999,38.169904000000002
13.321455,38.06168,24/03/2017,23:40,STRADA PROV. PALERMO-MONREALE altezza del km CURVA S CIRO,C,13.321455000000000,38.061680000000003
13.354629,38.13294,25/03/2017,01:20,VIA VENTURA GIOACCHINO intersezione con VIA DELLE CROCI,F,13.354628999999999,38.132939999999998
13.37015,38.146612,25/03/2017,08:15,VIA SERGIO PAPA I altezza del civico 4,C,13.370150000000001,38.146611999999998
13.335643,38.128567,25/03/2017,11:40,VIA PACINOTTI ANTONIO intersezione con VIA CAMPOLO GIOVANNI,C,13.335642999999999,38.128566999999997
13.305116,38.090421,25/03/2017,15:30,CIRC.NE DI MONREALE altezza (spec.) DIS.ENI km4+900,R,13.305116000000000,38.090420999999999
13.329454,38.123844,25/03/2017,20:30,VIALE REGIONE SICILIANA carr. centrale direz. ct,F,13.329454000000000,38.123843999999998
13.329182,38.10273,25/03/2017,21:00,CORSO CALATAFIMI altezza del civico 703,F,13.329181999999999,38.102730000000001
13.366432,38.166403,26/03/2017,01:30,LUNGOMARE COLOMBO CRISTOFORO altezza (spec.) TELIMAR,F,13.366432000000000,38.166403000000003
13.366432,38.166403,26/03/2017,07:10,LUNGOMARE COLOMBO CRISTOFORO altezza (spec.) TELIMAR,F,13.366432000000000,38.166403000000003
13.326347,38.126868,26/03/2017,08:15,VIALE LEONARDO DA VINCI altezza (inters.) VIA RUGGERI LEONARDO,F,13.326347000000000,38.126868000000002
13.348194,38.153161,25/03/2017,18:20,VIALE DIANA a mt. 250 ex scud.rea,C,13.348193999999999,38.153160999999997
13.347861,38.144256,26/03/2017,12:54,VIA CIULLO D'ALCAMO intersezione con VIA SAMPOLO,M,13.347861000000000,38.144255999999999
13.383814,38.100975,25/03/2017,16:30,VIALE AMEDEO D'AOSTA nr. 37,F,13.383813999999999,38.100974999999998
13.398373,38.092715,25/03/2017,19:00,VIA DUCROT VITTORIO intersezione con VIA MATTEI ENRICO,F,13.398372999999999,38.092714999999998
13.351436,38.1223,26/03/2017,11:30,PIAZZA AMENDOLA GIOVANNI altezza (inters.) CORTILE BENSO,F,13.351436000000000,38.122300000000003
13.396857,38.096654,26/03/2017,20:30,CORSO DEI MILLE intersezione VIA MILO GUGGINO FRANCESCO,F,13.396857000000001,38.096654000000001
13.374883,38.089962,27/03/2017,07:35,VIALE REGIONE SICILIANA N.O. pressi 4600,F,13.374883000000001,38.089962000000000
13.34885,38.117034,27/03/2017,15:00,VIA LASCARIS COSTANTINO intersezione con VIA RANZANO PIETRO,C,13.348850000000001,38.117033999999997
13.350174,38.1381,27/03/2017,14:40,VIALE MARCHESE DI VILLABIANCA intersezione con VIA ARIMONDI GIUSEPPE GEN.,F,13.350174000000001,38.138100000000001
13.35132,38.115702,27/03/2017,16:25,CORSO ALBERTO AMEDEO intersezione con VIA LASCARIS COSTANTINO,F,13.351319999999999,38.115701999999999
