X,Y,Data,Ora,Luogo_corr,INCIDENTE,lon,lat
13.338986,38.101119,31/10/2017,14:20,PIAZZA TURBA EUCLIDE GEN. intersezione con VIA SCHIFANI VITO,F,13.338986000000000,38.101118999999997
13.332567,38.191193,01/11/2017,09:30,VIALE MARGHERITA DI SAVOIA altezza del civico 85,F,13.332566999999999,38.191192999999998
13.340303,38.143565,01/11/2017,15:00,VIALE CAMPANIA altezza del civico 3,C,13.340303000000000,38.143565000000002
13.308292,38.126653,01/11/2017,17:45,VIALE LEONARDO DA VINCI altezza del civico 643/b,F,13.308292000000000,38.126652999999997
13.325942,38.189214,01/11/2017,18:57,VIALE VENERE altezza del civico 5/a,F,13.325942000000000,38.189214000000000
13.329624,38.153133,01/11/2017,20:25,VIALE STRASBURGO altezza del civico 181,F,13.329624000000001,38.153132999999997
13.35793,38.14036,01/11/2017,22:15,VIA MONTEPELLEGRINO altezza del civico 118,F,13.357930000000000,38.140360000000001
13.363589,38.081834,02/11/2017,01:55,VIA DEL LEVRIERE intersezione con VIA DELL'ERMELLINO,F,13.363588999999999,38.081834000000001
13.338271,38.156044,02/11/2017,07:45,VIALE DEL FANTE altezza (inters.) P.LE LA LOGGIA ENRICO,F,13.338271000000001,38.156044000000001
13.350593,38.12102,02/11/2017,10:15,VIA GOETHE intersezione VIA INGRAO GIOVANNI TEN.,F,13.350593000000000,38.121020000000001
13.338271,38.156044,27/10/2017,16:00,VIALE DEL FANTE altezza (spec.) piazza niscemi,F,13.338271000000001,38.156044000000001
13.412225,38.097989,02/11/2017,13:00,VIA MESSINA MARINE altezza (inters.) VIA CAPPELLO SALVATORE,F,13.412224999999999,38.097988999999998
13.322305,38.151742,02/11/2017,13:50,VIALE REGIONE SICILIANA N.O. carr. laterale dir Tp,F,13.322305000000000,38.151741999999999
13.353326,38.11968,02/11/2017,20:00,VIA BALSANO SALESIO di fronte al civico 1a,C,13.353325999999999,38.119680000000002
13.387472,38.093656,03/11/2017,13:00,VIA GIAFAR EMIRO intersezione VIA BRASCA,F,13.387472000000001,38.093656000000003
13.362021,38.14155,13/10/2017,12:40,VIA DON ORIONE nr. 29,F,13.362021000000000,38.141550000000002
13.367503,38.118475,02/11/2017,06:50,VIA PORTO SALVO intersezione con VIA VITTORIO EMANUELE,F,13.367502999999999,38.118474999999997
13.335944,38.153463,20/10/2017,22:20,VIA VILLA SOFIA intersezione con VIALE CROCE ROSSA,F,13.335944000000000,38.153463000000002
13.363504,38.116524,26/10/2017,03:30,VIA ROMA intersezione con VIA VITTORIO EMANUELE,C,13.363504000000001,38.116523999999998
13.353693,38.123114,02/11/2017,09:00,PIAZZA S.OLIVA intersezione con VIA ABELA GAETANO,C,13.353693000000000,38.123114000000001
13.39892,38.090232,01/11/2017,22:50,VIA CORLEO SIMONE intersezione VIA ARCHIMEDE,C,13.398920000000000,38.090232000000000
13.321082,38.097847,02/11/2017,11:20,VIA RUSSO DOMENICO intersezione con VIA PARUTA FILIPPO,F,13.321082000000001,38.097847000000002
13.358323,38.123073,31/10/2017,16:00,VIA STABILE MARIANO altezza del civico 136/c,F,13.358323000000000,38.123072999999998
13.332559,38.149124,30/10/2017,10:00,VIALE DE GASPERI ALCIDE nr. 205,F,13.332559000000000,38.149124000000000
13.291867,38.190509,03/11/2017,17:30,VIALE NICOLETTI ROSARIO di fronte al civico 22,F,13.291867000000000,38.190508999999999
13.364159,38.104183,03/11/2017,20:15,VIA JEMMA ROCCO nr. 51,F,13.364159000000001,38.104182999999999
13.342711,38.148297,03/11/2017,21:30,VIALE DEL FANTE altezza del civico 52/E,F,13.342711000000000,38.148296999999999
13.332188,38.124443,03/11/2017,23:55,VIA HOLM ADOLFO altezza (inters.) VIA MONTUORO RINALDO,F,13.332188000000000,38.124442999999999
13.329454,38.123844,04/11/2017,10:37,VIALE REGIONE SICILIANA in direzione di by-pass VIA DI BLASI E. GIOVANNI,F,13.329454000000000,38.123843999999998
13.316175,38.135984,04/11/2017,17:20,VIALE MICHELANGELO intersezione VIA BADIA,F,13.316174999999999,38.135984000000001
13.363091,38.117372,04/11/2017,19:00,VIA ROMA altezza del civico 252,F,13.363091000000001,38.117372000000003
13.332231,38.124424,04/11/2017,22:00,VIA HOLM ADOLFO altezza del civico 7,C,13.332231000000000,38.124423999999998
13.323496,38.082329,05/11/2017,00:10,VIA OLIO DI LINO altezza del civico 10,F,13.323496000000000,38.082329000000001
13.362423,38.14388,04/11/2017,18:45,VIA RIZZO AMMIRAGLIO intersezione con VIA THAON DE REVEL PAOLO AMM.,M,13.362423000000000,38.143880000000003
13.356542,38.130791,05/11/2017,09:45,VIA ALBANESE ENRICO intersezione con VIA CALVI PASQUALE,F,13.356541999999999,38.130791000000002
13.34885,38.117034,05/11/2017,21:00,VIA LASCARIS COSTANTINO intersezione con VIA IMERA,F,13.348850000000001,38.117033999999997
13.360262,38.125693,06/11/2017,01:25,VIA GRAVINA AMMIRAGLIO altezza (inters.) VIA PRINCIPE DI SCORDIA,C,13.360262000000001,38.125692999999998
13.351485,38.125865,16/10/2017,16:30,VIA PRINCIPE DI VILLAFRANCA intersezione con VIA CARDUCCI GIOSUE',C,13.351485000000000,38.125864999999997
13.272895,38.139938,05/11/2017,16:30,STRADALE BELLOLAMPO 5100,M,13.272895000000000,38.139938000000001
13.34246,38.13258,05/11/2017,16:30,VIA BASILE NINO altezza del civico 3,C,13.342460000000001,38.132579999999997
13.338271,38.156044,06/11/2017,09:30,VIALE DEL FANTE intersezione con PIAZZA LEONI,C,13.338271000000001,38.156044000000001
13.362349,38.118878,20/10/2017,02:30,VIA ROMA intersezione PIAZZA DUE PALME,C,13.362349000000000,38.118878000000002
13.370088,38.148558,27/10/2017,11:15,VIA PIO X PAPA intersezione VIA S. GIOVANNI BOSCO,C,13.370088000000001,38.148558000000001
13.398373,38.092715,06/11/2017,11:30,VIA DUCROT VITTORIO intersezione con VIA MATTEI ENRICO,F,13.398372999999999,38.092714999999998
13.347871,38.11119,06/11/2017,11:30,VIA CAPPUCCINI altezza del civico 61,F,13.347871000000000,38.111190000000001
13.31908,38.181444,06/11/2017,14:30,VIALE PERTINI SANDRO intersezione con VIA TRAPANI PESCIA,F,13.319080000000000,38.181443999999999
13.337339,38.141918,06/11/2017,17:30,VIALE LAZIO intersezione con VIA TEVERE,F,13.337339000000000,38.141917999999997
13.328477,38.162667,01/11/2017,06:00,VIA DEI QUARTIERI altezza del civico 21 I,C,13.328476999999999,38.162666999999999
13.291792,38.188047,06/11/2017,19:00,VIA SALGARI EMILIO in prossimità di ORATORIO,F,13.291791999999999,38.188046999999997
13.341527,38.146599,06/11/2017,22:30,VIALE CROCE ROSSA altezza del civico 147,F,13.341526999999999,38.146599000000002
13.32859,38.128768,07/11/2017,00:30,PIAZZA EINSTEIN ALBERT intersezione VIALE LEONARDO DA VINCI,C,13.328590000000000,38.128768000000001
13.36133,38.093522,07/11/2017,08:00,VIA DELL'ORSA MAGGIORE di fronte al civico 144,C,13.361330000000001,38.093522000000000
13.382264,38.107197,07/11/2017,07:15,VIA MESSINA MARINE nr. 115,F,13.382263999999999,38.107196999999999
13.365275,38.112924,04/11/2017,11:00,VIA ROMA altezza (inters.) VIA POLA,C,13.365275000000000,38.112924000000000
13.33976,38.14397,07/11/2017,10:40,VIALE CAMPANIA nr. 7,F,13.339760000000000,38.143970000000003
13.370141,38.098338,07/11/2017,11:20,VIA BUONRIPOSO di fronte al civico 219,F,13.370141000000000,38.098337999999998
13.360123,38.108994,30/10/2017,09:45,CORSO TUKORY intersezione con PIAZZA PORTA S.AGATA,F,13.360123000000000,38.108994000000003
13.334934,38.145563,07/11/2017,14:00,VIA RESTIVO EMPEDOCLE altezza del civico 102,C,13.334934000000001,38.145563000000003
13.344247,38.105971,05/11/2017,09:30,CORSO PISANI PIETRO nr. 274,C,13.344246999999999,38.105970999999997
13.349877,38.123653,06/11/2017,12:00,VIA DANTE nr. 67,C,13.349876999999999,38.123652999999997
13.365879,38.088536,07/11/2017,17:00,VIA DELL'ORSA MINORE altezza del civico 256,F,13.365879000000000,38.088535999999998
13.369052,38.119361,07/11/2017,16:15,VIA CALA intersezione con VIA MURA DELLA LUPA,F,13.369052000000000,38.119360999999998
13.363197,38.125733,06/11/2017,17:35,VIA CRISPI FRANCESCO altezza (inters.) PIAZZA DELLA PACE,C,13.363197000000000,38.125732999999997
13.307879,38.197558,07/11/2017,22:20,VIA POLIBIO altezza (inters.) VIA POLLUCE,F,13.307879000000000,38.197558000000001
13.355997,38.107941,07/11/2017,20:15,CORSO TUKORY altezza del civico 222,F,13.355997000000000,38.107940999999997
13.301982,38.185929,07/11/2017,18:45,VIA LANZA DI SCALEA GIUSEPPE di fronte 2357,C,13.301982000000001,38.185929000000002
13.37493,38.08979,08/11/2017,07:10,VIALE REGIONE SICILIANA S.E. di fronte al civico 4379,C,13.374930000000001,38.089790000000001
13.347173,38.132924,02/11/2017,18:15,VIA NOTARBARTOLO EMANUELE altezza del civico 18,C,13.347173000000000,38.132924000000003
13.348629,38.123903,27/10/2017,10:40,PIAZZA VIRGILIO altezza (inters.) VIA DEL FERVORE,F,13.348629000000001,38.123902999999999
13.393251,38.087813,08/11/2017,09:20,VIALE REGIONE SICILIANA S.E. carr. laterale sottoponte  e.,C,13.393250999999999,38.087812999999997
13.335854,38.145974,08/11/2017,10:32,VIA LIGURIA intersezione con VIA TOSCANA,C,13.335853999999999,38.145974000000002
13.368356,38.118696,08/11/2017,09:45,VIA CALA nr. 62,F,13.368356000000000,38.118696000000000
13.313505,38.125338,08/11/2017,14:00,VIA ADUA altezza (inters.) VIA FORTE DI MACALLE',F,13.313504999999999,38.125337999999999
13.336108,38.13519,08/11/2017,17:30,VIA PRINCIPE DI PALAGONIA altezza del civico 14,F,13.336107999999999,38.135190000000001
13.368742,38.116855,09/11/2017,02:30,PIAZZA MARINA altezza del civico 38,C,13.368741999999999,38.116855000000001
13.329941,38.128039,09/11/2017,06:15,VIALE REGIONE SICILIANA N.O. altezza del civico 3719,F,13.329941000000000,38.128039000000001
13.320173,38.170472,09/11/2017,07:30,VIA PADRE ROSARIO DA PARTANNA di fronte al civico 4,F,13.320173000000000,38.170471999999997
13.353772,38.108395,09/11/2017,08:35,VIALE DELLE SCIENZE altezza (spec.) Padiglione 14,F,13.353771999999999,38.108395000000002
13.345314,38.118945,08/11/2017,10:30,VIA PACINI GIOVANNI altezza del civico 96,C,13.345314000000000,38.118944999999997
13.359793,38.089625,05/11/2017,10:45,VIA TROINA pressi EDIF. M1 SC. A,C,13.359793000000000,38.089624999999998
13.346742,38.109744,09/11/2017,12:45,CORSO CALATAFIMI altezza del civico 92,C,13.346742000000001,38.109743999999999
13.332359,38.128525,27/10/2017,12:00,VIA MIGLIACCIO MARIANO altezza del civico 23,C,13.332359000000000,38.128525000000003
13.348798,38.13524,07/11/2017,18:40,VIA DELLA LIBERTA' intersezione VIA TORREARSA,C,13.348798000000000,38.135240000000003
13.356856,38.120599,09/11/2017,15:15,PIAZZA VERDI GIUSEPPE altezza (inters.) VIA VAGLICA GIOACCHINO,F,13.356856000000001,38.120598999999999
13.348346,38.127281,16/10/2017,14:00,VIA SAMMARTINO altezza del civico 116,C,13.348345999999999,38.127281000000004
13.348798,38.13524,06/11/2017,08:50,VIA DELLA LIBERTA' intersezione PIAZZA MORDINI ANTONIO,C,13.348798000000000,38.135240000000003
13.347385,38.122953,08/11/2017,14:05,VIA DANTE altezza (inters.) VIA RE FEDERICO,C,13.347384999999999,38.122953000000003
13.326661,38.15207,08/11/2017,18:30,VIA MONTE S.CALOGERO intersezione VIA   MONTECARLO,F,13.326661000000000,38.152070000000002
13.34855,38.120919,08/11/2017,20:15,CORTILE BARCELLONA nr. 2,C,13.348549999999999,38.120919000000001
13.337339,38.141918,09/11/2017,15:00,VIALE LAZIO intersezione con VIA ABRUZZI,F,13.337339000000000,38.141917999999997
13.329222,38.102746,09/11/2017,18:00,CORSO CALATAFIMI di fronte al civico 701,F,13.329222000000000,38.102746000000003
13.315546,38.151013,09/11/2017,21:45,VIA TRABUCCO altezza (inters.) VIA ROENTGEN WILHELM KONRAD,F,13.315545999999999,38.151012999999999
13.34447,38.11076,10/11/2017,08:20,VIA CAPPUCCINI di fronte al civico 82,F,13.344469999999999,38.110759999999999
13.31894,38.170784,10/11/2017,08:45,VIA DUSE ELEONORA altezza del civico 29,F,13.318940000000000,38.170783999999998
13.343087,38.12713,10/11/2017,13:10,VIA MALASPINA intersezione con VIA CANTORE ANTONINO GEN.,F,13.343087000000001,38.127130000000001
13.374537,38.115805,10/11/2017,15:45,FORO UMBERTO I di fronte al civico 22/B,F,13.374537000000000,38.115805000000002
13.360262,38.125693,10/11/2017,11:30,VIA GRAVINA AMMIRAGLIO intersezione con VIA PRINCIPE DI SCORDIA,F,13.360262000000001,38.125692999999998
13.32092,38.121539,10/11/2017,14:15,VIA SAVONAROLA GIROLAMO intersezione con VIA DI BLASI E. GIOVANNI,F,13.320919999999999,38.121538999999999
13.333188,38.105707,10/11/2017,18:45,VIA PAGANO GIUSEPPE nr. 31,F,13.333188000000000,38.105707000000002
13.354943,38.124847,10/11/2017,19:30,PIAZZA CASTELNUOVO altezza (inters.) VIA PATERNOSTRO PAOLO,F,13.354943000000000,38.124847000000003
13.320079,38.180194,11/11/2017,00:00,VIALE PERTINI SANDRO altezza del civico 1424,F,13.320079000000000,38.180194000000000
13.348194,38.153161,11/11/2017,03:15,VIALE DIANA altezza (spec.) curva ercole,F,13.348193999999999,38.153160999999997
13.393251,38.087813,11/11/2017,06:30,VIALE REGIONE SICILIANA S.E. direzione TRAPANI VIA ORETO,F,13.393250999999999,38.087812999999997
13.310703,38.095288,11/11/2017,11:00,CORSO CALATAFIMI di fronte al civico 1059,F,13.310703000000000,38.095287999999996
13.374308,38.116668,11/11/2017,15:00,FORO UMBERTO I in prossimità di PORTA FELICE,F,13.374307999999999,38.116667999999997
13.361879,38.115849,11/11/2017,16:25,VIA VITTORIO EMANUELE intersezione con VIA ROMA,F,13.361879000000000,38.115848999999997
13.372676,38.099519,11/11/2017,19:10,VIA BUONRIPOSO nr. 114,F,13.372676000000000,38.099519000000001
13.400867,38.095651,12/11/2017,03:30,CORSO DEI MILLE di fronte al civico 969,F,13.400867000000000,38.095650999999997
13.311226,38.128212,12/11/2017,21:30,VIA PERRICONE ENGEL UGO altezza del civico 12,F,13.311226000000000,38.128211999999998
13.270812,38.198597,13/11/2017,01:00,VIA PLAUTO nr. 14,F,13.270811999999999,38.198596999999999
13.332104,38.155438,12/11/2017,17:40,VIA RESUTTANA nr. 518,M,13.332103999999999,38.155437999999997
13.34526,38.134161,12/11/2017,03:00,VIA ARIOSTO LUDOVICO intersezione VIA PETRARCA FRANCESCO,F,13.345260000000000,38.134160999999999
13.359711,38.121715,10/11/2017,16:30,VIA CAVOUR CAMILLO intersezione con VIA VILLAERMOSA,C,13.359711000000001,38.121715000000002
13.351641,38.089208,12/11/2017,20:45,VIA BALCH EMILY nr. 7,C,13.351641000000001,38.089207999999999
13.428466,38.096199,10/11/2017,05:00,VIA GALLETTI nr. 21,C,13.428466000000000,38.096198999999999
13.315,38.196009,04/11/2017,12:00,VIA CASTELFORTE nr. 145/a,F,13.315000000000000,38.196008999999997
13.304402,38.117967,13/11/2017,14:15,VIA ROCCAZZO in prossimità di 116,C,13.304402000000000,38.117967000000000
13.341657,38.146071,13/11/2017,13:40,VIALE CROCE ROSSA di fronte al civico 2,F,13.341657000000000,38.146070999999999
13.374864,38.089957,09/11/2017,09:30,VIALE REGIONE SICILIANA N.O. altezza del civico 4411,F,13.374864000000001,38.089956999999998
13.335273,38.145377,10/11/2017,19:30,VIA RESTIVO EMPEDOCLE altezza (inters.) VIALE LAZIO,F,13.335273000000001,38.145377000000003
13.346545,38.143256,13/11/2017,01:30,VIA MARCHESE DI ROCCAFORTE intersezione con PIAZZA DON BOSCO,F,13.346545000000001,38.143256000000001
13.36351,38.116522,13/11/2017,02:30,VIA ROMA intersezione con VIA VITTORIO EMANUELE,F,13.363510000000000,38.116522000000003
13.363197,38.125733,10/11/2017,08:40,VIA CRISPI FRANCESCO altezza (spec.) PORTO,C,13.363197000000000,38.125732999999997
13.359942,38.132144,08/11/2017,12:15,VIA PIANO DELL'UCCIARDONE intersezione con VIA ARCHIMEDE,C,13.359942000000000,38.132143999999997
13.348798,38.13524,03/10/2017,17:43,VIA DELLA LIBERTA' intersezione VIA MONDINI RAFFAELLO,F,13.348798000000000,38.135240000000003
13.348725,38.139354,31/10/2017,18:40,VIALE MARCHESE DI VILLABIANCA nr. 120,F,13.348725000000000,38.139353999999997
13.359595,38.125927,12/11/2017,04:25,VIA AMARI EMERICO intersezione VIA ROMA,F,13.359595000000001,38.125926999999997
13.361879,38.115849,13/11/2017,21:15,VIA VITTORIO EMANUELE intersezione con VIA PANNIERI,F,13.361879000000000,38.115848999999997
13.381805,38.105435,13/11/2017,23:00,VIALE DEI PICCIOTTI intersezione con VIA COPPOLA GIUSEPPE,F,13.381805000000000,38.105435000000000
13.334118,38.132932,14/11/2017,01:00,VIALE GALILEO GALILEI altezza del civico 73,F,13.334118000000000,38.132931999999997
13.360965,38.116292,14/11/2017,07:40,VIA MAQUEDA altezza del civico 200,F,13.360965000000000,38.116292000000001
13.350174,38.1381,14/11/2017,23:00,VIALE MARCHESE DI VILLABIANCA intersezione con VIA BALDISSERA ANTONIO GEN.,F,13.350174000000001,38.138100000000001
13.344833,38.144376,14/11/2017,10:30,PIAZZA DON BOSCO di fronte al civico 7/a,F,13.344833000000000,38.144376000000001
13.35178,38.088673,14/11/2017,17:00,VIA VILLAGRAZIA altezza del civico 102/a,F,13.351780000000000,38.088673000000000
13.371302,38.112914,14/11/2017,17:30,VIA LINCOLN intersezione con VIA ARCHIRAFI,F,13.371302000000000,38.112914000000004
13.345487,38.089605,15/11/2017,08:30,VIALE REGIONE SICILIANA S.E. carr. centrale altez civ. 1914,C,13.345487000000000,38.089604999999999
13.350661,38.128898,15/11/2017,10:20,VIA CALTANISSETTA intersezione con VIA PRINCIPE DI VILLAFRANCA,F,13.350661000000001,38.128898000000000
13.32011,38.16495,15/11/2017,10:45,VIA S. EUGENIO DE MAZENOD intersezione con VIA DE CERVANTES MIGUEL,F,13.320110000000000,38.164949999999997
13.337118,38.124348,15/11/2017,13:20,VIA AVERSA TOMMASO altezza del civico 66,F,13.337118000000000,38.124347999999998
13.367441,38.087887,15/11/2017,21:40,VIA DELL'ERMELLINO nr. 45,F,13.367440999999999,38.087887000000002
13.360584,38.121926,16/11/2017,00:05,VIA CAVOUR CAMILLO nr. 109,F,13.360583999999999,38.121926000000002
13.307753,38.12164,16/11/2017,08:10,VIA ROCCAZZO altezza del civico 94,F,13.307753000000000,38.121639999999999
13.335273,38.145377,16/11/2017,09:10,VIA RESTIVO EMPEDOCLE intersezione VIA BRIGATA VERONA,F,13.335273000000001,38.145377000000003
13.33406,38.122378,16/11/2017,09:55,VIA COCO VITO altezza del civico 03,C,13.334059999999999,38.122377999999998
13.333146,38.134981,16/11/2017,17:15,VIALE GALILEO GALILEI intersezione VIA PAISIELLO GIOVANNI,F,13.333145999999999,38.134981000000003
13.309426,38.165033,16/11/2017,18:00,VIA LA MALFA UGO altezza del civico 138,F,13.309426000000000,38.165033000000001
13.323655,38.170247,16/11/2017,10:40,PIAZZA MARIA CONSOLATRICE altezza del civico 7,C,13.323655000000000,38.170247000000003
13.360867,38.123199,17/11/2017,07:20,VIA BENTIVEGNA FRANCESCO intersezione con VIA CARELLA,F,13.360867000000001,38.123199000000000
13.315357,38.152483,17/11/2017,09:00,VIA TRABUCCO nr. 168,F,13.315357000000001,38.152482999999997
13.317656,38.098158,17/11/2017,11:30,CORSO CALATAFIMI altezza del civico 1033/N,C,13.317655999999999,38.098157999999998
13.329012,38.11938,27/10/2017,16:00,VIALE REGIONE SICILIANA pressi DIR TP CIV.1109,C,13.329012000000001,38.119380000000000
13.367781,38.139693,12/11/2017,13:10,VIA GULI' SIMONE COM. nr. 142,C,13.367781000000001,38.139693000000001
13.361033,38.11654,14/11/2017,09:50,VIA MAQUEDA nr. 245,F,13.361033000000001,38.116540000000001
13.337846,38.138542,16/11/2017,07:40,VIA PRINCIPE DI PATERNO' intersezione con VIA DI MARCO DOMENICO,F,13.337846000000001,38.138542000000001
13.315494,38.109782,16/11/2017,11:00,VIA PITRE' GIUSEPPE intersezione con VIA CAMARDA DEMETRIO,F,13.315493999999999,38.109782000000003
13.358216,38.139562,17/11/2017,17:00,VIA MONTEPELLEGRINO intersezione con VIA PETROCELLI BIAGIO,F,13.358216000000001,38.139561999999998
13.363197,38.125733,17/11/2017,19:20,VIA CRISPI FRANCESCO di fronte Mercato Ittico,C,13.363197000000000,38.125732999999997
13.339015,38.193421,18/11/2017,13:00,VIA MONTE ERCTA in prossimità di civ. 930,C,13.339015000000000,38.193421000000001
13.346708,38.154041,19/11/2017,03:00,VIALE ERCOLE s.n.c.,C,13.346708000000000,38.154040999999999
13.330885,38.11154,19/11/2017,07:10,VIA PALCHETTO intersezione con VIA LA TORRE PIO,C,13.330885000000000,38.111539999999998
13.429438,38.095421,18/11/2017,07:25,VIA GALLETTI locali 36,C,13.429437999999999,38.095421000000002
13.356871,38.117016,18/11/2017,12:30,PIAZZA MONTE DI PIETA' intersezione con VIA PANNERIA,F,13.356871000000000,38.117016000000000
13.363535,38.092544,18/11/2017,19:30,VIA SIRIO nr. CENTRO MEGA,C,13.363535000000001,38.092543999999997
13.348337,38.133505,19/11/2017,15:45,VIA NOTARBARTOLO EMANUELE nr. 5,C,13.348337000000001,38.133505000000000
13.350818,38.117724,19/11/2017,03:00,CORSO ALBERTO AMEDEO di fronte al civico 186,C,13.350818000000000,38.117724000000003
13.366396,38.106147,19/11/2017,23:30,VIA PEREZ FRANCESCO PAOLO intersezione con VIA MORTILLARO VINCENZO,F,13.366396000000000,38.106147000000000
13.366396,38.106147,20/11/2017,08:45,VIA PEREZ FRANCESCO PAOLO intersezione con VIA GUASTELLA COSMO,F,13.366396000000000,38.106147000000000
13.303617,38.168162,20/11/2017,09:45,VIALE REGIONE SICILIANA N.O. altezza del civico 8115,F,13.303616999999999,38.168162000000002
13.346708,38.154041,20/11/2017,09:35,VIALE ERCOLE a mt. 700 CASE ROCCA,C,13.346708000000000,38.154040999999999
13.308307,38.126561,20/11/2017,13:15,VIALE LEONARDO DA VINCI intersezione con VIA SILVESTRI IGNAZIO,F,13.308306999999999,38.126561000000002
13.351898,38.105479,20/11/2017,15:10,VIA BASILE ERNESTO di fronte al civico 104/C,F,13.351898000000000,38.105479000000003
13.350659,38.121089,16/11/2017,11:45,VIA GOETHE nr. 50,F,13.350659000000000,38.121088999999998
13.338271,38.156044,20/11/2017,16:40,VIALE DEL FANTE intersezione con PIAZZA LEONI,C,13.338271000000001,38.156044000000001
13.334471,38.10488,20/11/2017,17:30,CORSO CALATAFIMI nr. 579,F,13.334471000000001,38.104880000000001
13.358618,38.148368,20/11/2017,19:30,VIA NICASTRO GUSTAVO AMM. nr. 3,F,13.358618000000000,38.148367999999998
13.33611,38.125337,20/11/2017,19:30,VIA PARISIO CATALDO nr. 54,F,13.336110000000000,38.125337000000002
13.325429,38.098709,21/11/2017,08:00,VIA DELL'ACACIA intersezione con VIA DELLE CANARIE,F,13.325429000000000,38.098708999999999
13.348798,38.13524,21/11/2017,12:10,VIA DELLA LIBERTA' intersezione con VIA GARGALLO TOMMASO,C,13.348798000000000,38.135240000000003
13.354292,38.134898,21/11/2017,07:30,VIA DUCA DELLA VERDURA intersezione con VIA DI MARCO VINCENZO,F,13.354291999999999,38.134898000000000
13.37075,38.161639,01/11/2017,12:50,VIA BORDONARO altezza (spec.) interno cimiter,C,13.370749999999999,38.161639000000001
13.322548,38.152594,21/11/2017,12:00,VIA NENNI PIETRO altezza del civico 51,F,13.322547999999999,38.152594000000001
13.338984,38.144641,11/11/2017,11:00,VIALE CAMPANIA a mt. .,C,13.338984000000000,38.144641000000000
13.331797,38.127149,03/11/2017,18:35,VIA SCOBAR CRISTOFARO a mt. .,C,13.331797000000000,38.127149000000003
13.364366,38.109055,13/11/2017,10:30,VIA PEREZ FRANCESCO PAOLO altezza del civico 27,F,13.364366000000000,38.109054999999998
13.407136,38.086097,13/11/2017,07:30,VIALE REGIONE SICILIANA S.E. altezza del civico 6331,F,13.407135999999999,38.086097000000002
13.329548,38.102771,14/11/2017,19:15,CORSO CALATAFIMI intersezione con VIA ZANCLA AURELIO,F,13.329548000000001,38.102770999999997
13.351594,38.110895,21/11/2017,07:30,PIAZZA INDIPENDENZA di fronte Distretto Milit,C,13.351594000000000,38.110894999999999
13.300014,38.119046,21/11/2017,13:20,VIA TUCCI FRANCESCO pressi VIA S. ISIDORO,F,13.300013999999999,38.119045999999997
13.340393,38.11069,18/11/2017,03:40,VIA CAPPUCCINI altezza del civico 325,C,13.340393000000001,38.110689999999998
13.337399,38.115362,21/11/2017,16:05,VIALE CASTIGLIA LUIGI intersezione con VIA NALLINO ALFONSO,F,13.337399000000000,38.115361999999998
13.33291,38.193643,19/11/2017,11:40,PIAZZA CABOTO intersezione VIALE MARGHERITA DI SAVOIA,C,13.332910000000000,38.193643000000002
13.328998,38.15375,21/11/2017,14:05,VIALE STRASBURGO nr. 213,R,13.328998000000000,38.153750000000002
13.348767,38.086358,21/11/2017,19:45,VIA VILLAGRAZIA intersezione VIA SABUCINA,C,13.348767000000000,38.086357999999997
13.334236,38.104503,22/11/2017,08:30,CORSO CALATAFIMI altezza del civico 386,F,13.334236000000001,38.104503000000001
13.363907,38.124544,22/11/2017,06:50,VIA CRISPI FRANCESCO altezza del civico 247,F,13.363906999999999,38.124544000000000
13.3161,38.13601,22/11/2017,12:45,VIALE MICHELANGELO di fronte al civico 1179,F,13.316100000000000,38.136009999999999
13.333263,38.124589,22/11/2017,13:00,VIA ACCARDO MARIANO intersezione VIA VALLA NICCOLO',F,13.333263000000001,38.124589000000000
13.351232,38.119815,20/11/2017,18:15,VIA TURRISI NICOLO' di fronte al civico 48,F,13.351232000000000,38.119815000000003
13.350577,38.120309,22/11/2017,11:30,VIA GOETHE nr. 18,F,13.350576999999999,38.120308999999999
13.316406,38.102961,22/11/2017,13:50,VIA NAVE nr. 24,F,13.316406000000001,38.102961000000001
13.358037,38.125908,16/11/2017,18:15,VIA ROMA altezza (inters.) VIA GRAVINA BENEDETTO,F,13.358036999999999,38.125908000000003
13.322305,38.151742,22/11/2017,13:50,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA LA LOGGIA GAETANO,C,13.322305000000000,38.151741999999999
13.308306,38.126567,22/11/2017,18:30,VIALE LEONARDO DA VINCI altezza del civico 599,C,13.308306000000000,38.126567000000001
13.384763,38.103097,22/11/2017,14:30,P.LE GARIBALDI ANITA intersezione VIA CANZIO STEFANO,F,13.384763000000000,38.103096999999998
13.334326,38.14428,22/11/2017,20:00,VIA ABRUZZI intersezione con VIA UMBRIA,F,13.334326000000001,38.144280000000002
13.359756,38.121722,23/11/2017,07:30,VIA CAVOUR CAMILLO intersezione con VIA VILLAERMOSA,F,13.359756000000001,38.121721999999998
13.356578,38.12781,23/11/2017,08:20,PIAZZA NASCE' FRANCESCO intersezione con VIA MAZZINI,F,13.356578000000001,38.127809999999997
13.352089,38.109827,23/11/2017,09:00,PIAZZA INDIPENDENZA altezza del civico 21,C,13.352088999999999,38.109827000000003
13.344564,38.14635,17/11/2017,10:30,PIAZZA LEONI intersezione con VIA DEL BERSAGLIERE,C,13.344564000000000,38.146349999999998
13.350174,38.1381,21/11/2017,14:00,VIALE MARCHESE DI VILLABIANCA intersezione VIA STREVA VINCENZO GEN.,F,13.350174000000001,38.138100000000001
